id1,id,SL,week,year,state,city,disctrict,cases,death,st_date,end_date,description,location,lat,lon
13,686,686,46,2011,Maharashtra,Ahmednagar,Ahmednagar,10,0,04-11-2011 00:00,17-11-2011 00:00,"Cases reported from Village Jatap, PHC Devlali, Block Rahuri. Out of 4 serum samples tested, one sample found positive for Dengue at NIV Pune. District RRT along with DMO Ahmednagar visited the affected area  and  investigated  the  outbreak.  Preventive  measures  undertaken
like biological control and fogging activities.","Jatap, PHC Devlali,Rahuri",19.4756764,74.6207553
14,727,727,47,2011,maharashtra,Jalgaon,Jalgaon,194,1,07-11-2011 00:00,,"Cases of fever reported from Village Tal Pachora, SC Sakegaon, PHC Varadsim. District RRT visited the affected area.  Out of 11 serum samples tested, 3 found positive for Dengue (IgM antibodies). Treatment of cases done. Mosquito control measures undertaken. IEC activities done regarding personal protection measures.","Tal Pachora, SC Sakegaon, PHC Varadsim",20.9993388,75.6538798
15,761,761,49,2011,Maharashtra,Ahmednagar,Ahmednagar,9,0,23-11-2011 00:00,,"Cases reported  from village Panoli,  PHC  Palve,  Block Parner.  Serum samples tested
positive (IgM ELISA) at  KEM Hospital, Pune.  Mass fever survey and entomological surveillance  done.  Fogging  activities  and  source  reduction  measures  undertaken  in
affected  village.  IEC  activities  undertaken  regarding  early  treatment  of  cases  and personal protection measures to be adopted by the community.","Panoli,  PHC  Palve,  Block Parner",18.995786,74.4497159
16,760,760,50,2011,Maharashtra,Nashik,Nashik,6,1,09-12-2011 00:00,13-12-2011 00:00,"Cases  reported  from  Lasalgaon,  PHC  Nimgaon  Wakda,  Taluka  Niphad. District  RRT investigated  the  outbreak  and  conducted  intensive house-to- house  survey  for  possible breeding  places  of  mosquitoes.  70  blood  slides collected, which tested negative for malaria. 5 blood samples collected and
1  tested  positive  for  Dengue.  Mosquito  control  activities  initiated.  IEC activities undertaken regarding personal protection.","Lasalgaon,  PHC  Nimgaon  Wakda,  Taluka  Niphad",19.7771949,73.6893797
17,759,759,50,2011,Maharashtra,Raigarh,Raigarh,47,1,07-12-2011 00:00,16-12-2011 00:00,"Outbreak  of  fever  reported  from  Village  Wave,  PHC  Revadanda,  Block Alibaug.   District   RRT   visited   the   affected   area   and   investigated   the outbreak.  8 blood  samples sent  to JJ hospital  for testing for  Leptospirosis and   Dengue;   result   awaited.   Serum  sample   of   dead   person   was   lab confirmed  as  Dengue  positive.  Fever  survey  done.  Fogging  activities  and source  reduction  measures  undertaken  in  affected  village.  IEC  activities
undertaken regarding personal protection measures.","Wave,  PHC  Revadanda,  Block Alibaug",18.643755,72.872096
18,15,15,2,2012,Maharashtra,Pune,Pune,17,0,20-12-2011 00:00,,"Cases  reported  from  Village  Manajinagar,   PHC  Khadkawasla,  SC  Narhe, and  Block  Haveli.   District  RRT investigated  the  outbreak.  Out  of  7serum samples collected, 2 were positive for Dengue Ig M ELISA.  House to House survey done. All cases treated. Anti larval measure and fogging done. Health
education given regarding personnel hygiene and sanitation.","Manajinagar,Khadkawasla",18.4527749,73.8239226
19,23,23,3,2012,Maharashtra,Pune,Pune,17,0,20-12-2011 00:00,,"Cases reported from Village Manajinagar, SC Narhe, PHC Khadkawasla under
Block Haveli. Out  of 7 blood samples sent to B.J. Medical College, Pune,  2 tested positive for dengue. Rapid fever survey and symptomatic treatment of cases done. Fogging done with pyrethrum and anti-larval activities undertaken. IEC activities undertaken regarding mosquito control and personal protection measures.",Manajinagar,18.4527749,73.8239226
20,52,52,11,2012,Maharashtra,Raigarh,Raigarh,27,0,10-03-2013 00:00,,"Cases  of  fever  with  arthralgia  and  myalgia  reported  from  Village  Waral,  PHC Mendadi, Block Mhasala, District Raigad District RRT investigated the outbreak. Active search for fever cases done. Cases treated at local health centre. Out of 14
serum  samples  samples  collected;  7  samples  were  positive  for  Dengue  (IgM ELISA). Fogging done in the affected area. IEC done.","Waral, Mendadi",18.2073865,73.0501203
21,51,51,11,2012,Maharashtra,Sangli,Sangli,71,0,06-03-2012 00:00,,"Cases  of fever reported  from Village Yelavi,  PHC  Tasgaon,  Block  Tasgaon. District RRT investigated the outbreak. 7 serum samples collected and sent to NIV, Pune out  of which 2 samples tested positive for Dengue by IgM Elisa. Health education given regarding personal protection.","Yelavi,Tasgaon,Tasgaon",17.0408248,74.512637
22,110,110,18,2012,Maharashtra,Nashik,Nashik,16,0,20-04-2012 00:00,,"Cases reported from Village Arai, SC Arai, PHC Brahmangaon, Block Nashik,
District  Nasik.  District  RRT  visited  and  investigated  the  outbreak.  4  blood samples  sent  to sentinel  lab,  Nashik.  All  tested  positive  for Dengue  by  IgM ELISA. House to house fever surveillance & examination of water containers done.  Health  education  given  regarding  personal  hygiene  and  environmental
sanitation.", Arai,20.5566829,74.223802
23,107,107,19,2012,Maharashtra,Bhandara,Bhandara,18,2,07-05-2012 00:00,11-05-2012 00:00,"Cases  reported  from  Village  Asgaon,  SC  Asgaon,  PHC  Asgaon, Block  Pauni,  District  Bhandara.  District  RRT  investigated  the outbreak.  18  blood  slides  collected  and  tested  for  malaria.  All slides tested negative. Out of 6 blood samples 2 tested positive for Dengue by IgM ELISA. Fever survey conducted in affected area. IEC     activities     done     regarding     personal     protection     and
environmental sanitation.","Asgaon,Asgaon",20.8021192,79.7231612
24,139,139,19,2012,Maharashtra,Chandrapur,Chandrapur,50,0,02-05-2012 00:00,,"Outbreak reported from Village Pendhari, PHC Pendhari, Block Seoli, District Chandrapur.   District   RRT   investigated   the   outbreak.   House   to   house surveillance  conducted  along  with  fever  survey  and  checking  of  containers. Dry days organized. 24 blood slides prepared and tested for malaria. All tested negative  for  malarial  parasite.  2  serum samples taken  and  tested for  Dengue
and Chikungunya by IgM ELISA. 2 samples tested positive for Dengue and all samples negative for Chikungunya. IEC activities undertaken.", Pendhari,20.6186166,79.6586309
25,137,137,19,2012,Maharashtra,Raigarh,Raigarh,167,0,08-05-2012 00:00,,"Outbreak reported  from Village  Koproli,  PHC  Koproli,  Block Uran,  District Raigad.   District   RRT   investigated   the    outbreak.    It    was   found   that environmental sanitation was generally poor in the area and there was a high concentration  of  breeding  sites  for  mosquitos.  22  serum  samples  taken  and sent  to  NIV,  Pune.  Out  of  this,  6  were  found  positive  for  Dengue  by  IgM ELISA. Source reduction and fogging activities undertaken. Health education
given.","Koproli,  PHC  Koproli",19.0102461,73.1699163
26,138,138,19,2012,Maharashtra,Sholapur,Sholapur,65,0,06-04-2012 00:00,,"Outbreak reported from Village Yadrav,  SC Nimboni, PHC Marwade,  Block Mangelwedha, District Solapur. District RRT investigated the outbreak. It was found that there was a high concentration of Aedes larvae in water sources in the locality.  House to house  surveillance  conducted  along  with  fever  survey and  checking  of  containers.  6  blood  samples  taken,  out  of  which  4  tested positive  for  Dengue  by  IgM  ELISA.  Dry  days  organized.  IEC  activities
conducted.","Yadrav,Nimboni",17.3971942,75.5131117
27,122,122,20,2012,Maharashtra,Garhchiroli,Garhchiroli,7,0,13-05-2012 00:00,,"Cases   reported   from  Village   Hanuman   ward,   Block   Gadchiroli,   District Gadchiroli. District RRT investigated outbreak. 14 blood slides prepared from cases and contacts, all of which tested negative for malaria. 7 serum samples collected and sent to DPHL, Gadchiroli. 2 samples tested positive for Dengue by IgM ELISA. House to house container survey done. Mosquito containment
measures undertaken. IEC activities done.","Hanuman   ward,Gadchiroli",20.6272008,79.9587893
28,123,123,20,2012,Maharashtra,Pune,Pune,6,1,07-05-2012 00:00,,"Cases reported from Salumbre area of village Bhose, Taluk Maval, PHC Khed,
District Pune. District RRT investigated outbreak. 5 samples taken and sent to NIV, Pune. 1 sample tested positive for Dengue by IgM ELISA. Fever survey along   with   entomological   surveillance   conducted.   Mosquito   containment measures undertaken. IEC activities done.","Bhose,Maval",18.7395656,73.9154069
29,157,157,21,2012,Maharashtra,Raigarh,Raigarh,23,0,19-05-2012 00:00,,"Outbreak  reported  from  Village  Tambati,  PHC  Wovoshi,  Block  Khalapur, District  Raigad.  Medical  team  investigated  the  outbreak.  It  was  found  that there was a high density of mosquitos in the area. 11 blood slides prepared for Malaria, all of which tested negative. 3 serum samples taken, out of which 1 tested  positive for  Dengue  by IgM ELISA.  Fogging  operations conducted  in the   area.   Container   survey   done.   House   to   house   survey   conducted.
Symptomatic treatment given to affected patients. Health education given.","Tambati, Wovoshi",18.7851576,73.2236309
30,192,192,24,2012,Maharashtra,Raigarh,Raigarh,29,0,07-06-2012 00:00,16-06-2012 00:00,"Outbreak  reported  from  Village  Dighode  ,  PHC  Koproli, Block  Uran,  District  Raigad.  District  RRT  investigated  the outbreak. 7 samples taken  and sent to NIV, Pune.  2 samples tested positive for Dengue by IgM ELISA. Fever survey along
with     entomological     surveillance    conducted.     Mosquito containment measures undertaken. IEC activities done.","Dighode  , Koproli",19.0124815,73.1600377
31,220,220,25,2012,Maharashtra,Thane,Thane,11,1,18-06-2012 00:00,,"Cases reported from Village Garibacha Wada, Block Kalyan Corporation, Area Shridhar Mhatre Chauk,  District  Thane.  District RRT investigated the outbreak. 3 serum samples collected from patients in the locality who had  fever.  Samples  sent  to  NIV,  Pune.  1  sample  tested  positive  for Dengue  by  IgM  ELISA.   Mosquito  control  measures  (Spraying  and Fogging operations) and  Active Daily Surveillance  for new fever cases initiated in the area. IEC activities undertaken.","Garibacha Wada, Block Kalyan",19.2305361,73.0865304
32,235,235,26,2012,Maharashtra,Bhandara,Bhandara,69,2,28-05-2012 00:00,,"Cases reported from Village Nanded, SC Kiramati, PHC   Kudegaon, Block Lakhandur,   District  Bhandara.   District  RRT investigated  the  outbreak. Mass  fever  survey  done.  Out  of  14  serum  samples  collected  2  samples tested positive for Dengue (Ig M ELISA). Entomological survey conducted and    containers  found  positive  for  mosquito  larvae.  205  Blood  smear
collected  were  negative  for  Malaria.    Fogging  and  spraying  done  in  the community level.","Nanded,Kiramati",20.7451372,79.804459
33,218,218,26,2012,Maharashtra,Raigarh,Raigarh,11,0,20-06-2012 00:00,21-06-2012 00:00,"Cases  reported  from  Village  Khanav,  PHC  Ravdanda, Block     Alibaug,     District     Raigad.     District     RRT investigated  the  outbreak.  Blood  slides  collected,  all  of which  tested   negative   for   malaria.  6   serum  samples collected   and   sent   to   NIV,   Pune.   4   samples   tested positive  for  Dengue  by  IgM ELISA.  Fever  surveillance and  container  survey  done.  Treatment  of  fever  cases done.  Fogging  operations  undertaken.  Health  education
given.","Khanav,  Ravdanda",19.0437385,73.1751564
34,406,406,36,2012,Maharashtra,Jalgaon,Jalgaon,130,0,29-08-2012 00:00,,"Outbreak   reported   from   Block   Hudako,   District   Jalgaon.   District   RRT investigated the outbreak.   House to house fever survey done. Vector indices observed  in  the  community (House  index  2,  Container  Index  1  &  Breatuex Index 3). All 130 blood smears were negative for malaria parasite. Out of 16 serum samples tested, 3 were positive for Dengue (IgM ELISA).   Anti larval operations and fogging done.  Awareness on vector control mesures imparted.
Health education given.","Hudako,Jalgaon",21.0024031,75.5280578
35,407,407,36,2012,Maharashtra,Kolhapur,Kolhapur,20,0,16-07-2012 00:00,,"Outbreak reported from Village Kagal,  Block Kagal, District Kolhapur. Kagal Population  consists  of  migrating  labourers  in  the  community.  District  RRT investigated the outbreak.  All cases treated locally. 2 serum samples collected were  positive  for  Dengue  (IgM  ELISA).   Anti  larval  operation  and  fogging
done."," Kagal, Kolhapur",16.5886465,74.3085454
36,484,484,39,2012,Maharashtra,Osmanabad,Osmanabad,35,0,10-09-2012 00:00,,"Outbreak   reported   from   Village   &   SC   Patoda,   Block   Patoda,   District Osmanabad.  District  RRT  investigated  the outbreak.  Active search  for  fever cases done. Out of 10 serum samples tested at Sentinal Centre Beed 3 samples were positive for Dengue by IgM ELISA. Entomological survey revealed high
larva density. Abate application and fogging done in the affected area. Dry day observed in the community.","Patoda,   Block   Patoda",18.0642203,76.2510511
37,563,563,40,2012,Maharashtra,Ahmednagar,Ahmednagar,283,0,22-09-2012 00:00,,"A total of 137 cases were reported from Block Karjat, District Ahmednagar, in 38th week (week ending 23rd Sep 2012).   Further 146 cases occurred from 24th September  to  4th  October  2012.  Out  of  11  serum  samples  collected  2  were positive for Dengue (IgM ELISA).  Vector control measures undertaken.","Karjat, District Ahmednagar",18.5521675,75.0101313
38,552,552,40,2012,Maharashtra,Beed,Bid,15,0,29-09-2012 00:00,,"Cases reported from Village Jadhav Jawala, PHC Chincholimali, Block Kaij, District Beed. Medical team investigated the outbreak. Out of 5 serum samples collected 1 sample was positive for Dengue (IgM ELISA). Temporary health camps organized in the affected area. Vector control measures undertaken."," Jadhav Jawala, PHC Chincholimali, Block Kaij",18.7293998,75.9840587
39,553,553,40,2012,Maharashtra,Jalgaon,Jalgaon,32,0,01-10-2012 00:00,,"Cases  reported  from  Village/SC  Bahal,  PHC  Khedgaon,  Block  Chalisgaon, District  Jalgaon.  District  RRT  investigated  the  outbreak.  House  to  house survey done. All 32 blood smears were negative for malaria.   Out of 8 serum samples   collected   1   sample   was   positive   for   Dengue   (IgM   ELISA). Entomological survey revealed, HI 13, CI 09 and BI 23. Anti- larval activities
done in the community.","Bahal,  PHC  Khedgaon,  Block  Chalisgaon",20.5057871,75.1034159
40,583,583,41,2012,Maharashtra,ahmednagar,ahmednagar,37,0,21-09-2012 00:00,,"Outbreak  was  reported  from   Village  Vadgaongupta,   PHC  Dehare,   Block Nagar, District Ahmednagar. Medical team investigated the outbreak. House to house fever survey done. All cases treated. Out of 4 serum samples collected 1 sample was positive for Dengue (IgM ELISA).  Entomological survey done in the affected area. Fogging done in the affected village. Health education done.","Vadgaongupta,   PHC  Dehare,   Block Nagar",19.1746394,74.7249024
41,584,584,41,2012,Maharashtra,Thane,Thane,18,0,10-08-2012 00:00,,"Cases  reported  from  Ambernath  Nagar  Parishad  Ordance  Estate,  Distrcit Thane. Medical team investigated the outbreak. Fever survey done in the estate. One serum sample collected and tested positive for Dengue (IgM ELISA). All cases treated.",Ambernath  Nagar,19.1825167,73.1926023
42,580,580,42,2012,Maharashtra,Aurangabad,Aurangabad,63,1,12-10-2012 00:00,16-10-2012 00:00,"Outbreak  reported  from  Village  Wadi  (Banoti),  PHC  Banoti,  Block Soygaon,   District   Aurangabad.   Medical   team   investigated   the outbreak. All cases treated locally.  All 63 blood smear collected were negative  for  malaria.  Out  of  6  serum  samples  collected  3  samples were positive for Dengue (IgM ELISA). Fogging done in the affected
area. Vector control measures undertaken.","Wadi  (Banoti),  PHC  Banoti,  Block Soygaon",20.5075498,75.3439093
43,581,581,42,2012,Maharashtra,Dhule,Dhule,10,0,12-10-2012 00:00,20-10-2012 00:00,"Cases  reported  from  Village  Kokale,  PHC  Kalambhir,  Block  Sakri, District  Dhule.  Medical  team  investigated  the  outbreak.  House  to house  survey  done.  Out  of  10  serum  samples  collected  3  samples were positive for Dengue (IgM ELISA).  Entomological survey done.
Dry  day  observed  in  the  community.     Vector  control  measures undertaken in the affected area. Health Education done."," Kokale,  PHC  Kalambhir,  Block  Sakri",20.9467021,74.2641771
44,637,637,44,2012,Maharashtra,beed,Bid,33,0,22-10-2012 00:00,06-11-2012 00:00,"Outbreak reported from Village and PHC Dhamangaon, Block Ashti, District  Beed.  Medical  team  investigated  the  outbreak.  Out  of  5 serum samples collected,  3  samples were positive for  Dengue (IgM ELISA). Temporary health camps organized. All cases treated. Anti-
larval activities done.","Dhamangaon, Block Ashti",18.98608,75.131643
45,638,638,44,2012,Maharashtra,beed,Bid,14,1,25-10-2012 00:00,04-11-2012 00:00,"Outbreak   reported   from   Village   Dewadi,   PHC   Kuppa,   Block Wadwani, District Beed. Medical team investigated the outbreak. Out of  4  serum  samples  collected  2  samples  were  positive  for  Dengue
(IgM  ELISA).  Aedes  larvae  seen  in  open  water  container.  Health camp organized.  Anti larval activity undertaken in the community.","Dewadi,   PHC   Kuppa,   Block Wadwani",18.2895546,73.9418603
46,639,639,44,2012,Maharashtra,Dhule,Dhule,31,0,29-10-2012 00:00,02-11-2012 00:00,"Outbreak   reported   from   Village   Kharde,   PHC   Thalner,   Block Shirpur   District   Dhule.   Medical   team   investigated  the  outbreak. House to house survey done. All cases treated locally. All 31 blood smear collected  were negative for Malaria parasite.   Out of 6 serum samples collected 2 samples were positive for Dengue (IgM ELISA).
Health education imparted.","Kharde,   PHC   Thalner",21.2607557,74.9534317
47,671,671,44,2012,Maharashtra,Ratnagiri,Ratnagiri,30,0,24-10-2012 00:00,,"Outbreak  reported  from  Village/SC  Adur,  PHC  Hedvi,  Block  Guhagar,  District Ratnagiri.  District  RRT  investigated  the  outbreak.  House  to  house  fever  survey done. Symptomatic treatment given to cases. Entomological survey revealed; HI
6.15%, CI 2.37%, BI 9.23%. 1 serum sample collected which tested positive for Dengue (IgM ELISA) at District Hospital Ratnagiri.","Adur,  PHC  Hedvi,  Block  Guhagar",17.3593734,73.2308239
48,690,690,45,2012,Maharashtra,Aurangabad,Aurangabad,22,0,21-10-2012 00:00,,"Cases  reported  from  Urban  areas  Mukundwadi,  Rahid  Mamu  Colony,  Juna Mondha,  Vijay  Nagar,  Shivaji  Nagar  and  CIDCO,  Aurangabad  city,  District Aurangabad.     District     RRT     investigated     the     outbreak.     Cases     treated symptomatically.   Out   of   22   serum   samples   collected   and   sent   to   GMCH
Aurangabad, 7 samples were positive for Dengue. Control measures undertaken. IEC done.",Mukundwadi,19.8556423,75.3803447
49,691,691,45,2012,Maharashtra,Beed,Bid,10,0,03-11-2012 00:00,,"Cases reported from Village Karengaon, PHC Dongarkinhi, Block Patoda, District Beed.  Medical  team  investigated  the  outbreak.  All  cases  treated  at  local  health centre.  Out  of 5  serum  samples  collected  2  samples tested  positive for  Dengue. Anti- larval activities and fogging done in the affected area.","Karengaon, PHC Dongarkinhi, Block Patoda",18.9241456,75.4381143
50,669,669,45,2012,Maharashtra,Dhule,Dhule,23,0,05-11-2012 00:00,08-11-2012 00:00,"Outbreak   reported   from   Village   &   PHC   Malpur,       Block Shindkheda,    District    Dhule.    District    RRT    investigated    the outbreak. Active search for fever cases done. Cases treated locally. Entomological survey revealed increased mosquito larval density in the affected area. All 23 blood smears collected tested negative for
malaria. Out of 9 serum samples tested at GMC Dhule, 5 samples were positive for Dengue (IgM ELISA). IEC done.","Malpur, Shindkheda",21.2806631,74.509707
51,670,670,45,2012,Maharashtra,thane,thane,25,1,06-11-2012 00:00,09-11-2012 00:00,"Cases  reported  from  Village  Vasgaon,  SC  Chinchani,  PHC  & Block  Dahanu,   District  Thane.   Medical   team   investigated  the outbreak. Active search for  fever  cases done. Cases treated at RH Dahanu. Out of 5 serum samples collected 2 samples were positive for Dengue (NS1, IgM ELISA). Entomological survey revealed HI
8.7, BI 13.5. Anti larval activities, fogging & IEC done."," Vasgaon,  SC  Chinchani",19.8954521,72.6847275
52,710,710,46,2012,Maharashtra,Ahmednagar,Ahmednagar,37,0,09-09-2013 00:00,,"Cases reported from Village Kuran, SC Samanapur, PHC Nimon, Block Sangamaner,   District   Ahmednagar.   District   RRT   investigated   the outbreak.    Active    search    for    fever    cases    done.    Cases    treated symptomatically.  Out  of  5  serum  samples  collected,  1  sample  was
positive  for  Dengue  (IgM  ELISA).  Entomological  survey  done.  Anti larval activities and fogging done.  IEC done."," Kuran, SC Samanapur, PHC Nimon",19.5869394,74.2439768
53,711,711,46,2012,Maharashtra,Ahmednagar,Ahmednagar,42,1,24-10-2013 00:00,,"Cases    of   fever    with    joint   pain    reported    from    Village/SC/PHC Ruichhitishi,    Block    Nagar,    District    Ahmednagar.    Medical    team investigated the outbreak. House to house survey done. All cases treated symptomatically. Out of 5 serum samples tested at NIV, Pune, 2 serum samples were positive for  Dengue (IgM ELISA). Entomological survey
done. Anti larval activities and fogging done. Health education given.",Ruichhitishi,18.9,74.833333
54,688,688,46,2012,Maharashtra,Beed,Bid,10,0,12-11-2012 00:00,12-11-2012 00:00,"Cases  reported  from  Village  Rokda,  PHC  Talwada,  Block  Georai, District Beed. Medical team investigated the outbreak. Active search for fever cases done. All cases treated locally. Out of 4 serum samples collected,   3   samples   were   positive   for   Dengue   (IgM   ELISA). Entomological survey done in the affected area. Anti-larval activities
using Temephos done. IEC done.","Rokda,  PHC  Talwada,Georai",18.637451,76.1104866
55,712,712,46,2012,Maharashtra,Chandrapur,Chandrapur,57,0,01-10-2013 00:00,,"Cases  of  fever   with   joint   pain  reported  from   Village  Ashta,   PHC Pombhurana,   Block  Pombhurna,   District   Chandrapur.   Medical   team investigated  the  outbreak.  Active  search  for  fever  cases  done.    Cases treated symptomatically. All 380 blood samples collected were negative for  Malaria. 57 serum samples were positive for  Dengue (IgM ELISA). Entomological  survey  done.  Anti  larval  activities  and  fogging  done.
Health education given."," Ashta,   PHC Pombhurana",20.3122365,79.2303123
56,708,708,46,2012,Maharashtra,Nashik,Nashik,20,0,08-11-2012 00:00,,"Outbreak  of  fever  reported  from  Village  &  SC  Gondegaon,  PHC  Deogaon,  Block Niphad,  District  Nashik.  District  RRT  investigated  the  outbreak.  House  to  house survey done.  All blood smears collected tested negative for malaria. Out of 7 serum samples collected and sent to Govt. Medical College Dhule, 4 samples were positive for Dengue. Pyrethrum spraying done in the affected area. IEC activities undertaken
regarding personal protection.","Gondegaon,  PHC  Deogaon,  Block Niphad",20.086695,74.2861966
